Bike Name,Price,Feature,Value,Section Title
Triumph Speed Twin,11.09 Lakh,Low Oil Indicator,Yes,Electricals
Triumph Speed Twin,11.09 Lakh,Low Fuel Indicator,Yes,Electricals
Triumph Speed Twin,11.09 Lakh,Front Brake Diameter,320 mm,Tyres and Brakes
Triumph Speed Twin,11.09 Lakh,Rear Brake Diameter,220 mm,Tyres and Brakes
Triumph Speed Twin,11.09 Lakh,Radial Tyre,Yes,Tyres and Brakes
Triumph Speed Twin,11.09 Lakh,Peak Power,100 PS @ 7250rpm,Motor & Battery
Triumph Speed Twin,11.09 Lakh,Drive Type,O ring chain,Motor & Battery
Triumph Speed Twin,11.09 Lakh,Transmission,Manual,Motor & Battery
Triumph Speed Twin,11.09 Lakh,Suspension Front,"Ø 43mm USD Marzocchi forks, 120mm travel",Underpinnings
Triumph Speed Twin,11.09 Lakh,Suspension Rear,"Twin RSUs with adjustable preload, 120mm rear wheel travel",Underpinnings
Triumph Speed Twin,11.09 Lakh,Brakes Front,Double Disc,Underpinnings
Triumph Speed Twin,11.09 Lakh,Brakes Rear,Disc,Underpinnings
Triumph Speed Twin,11.09 Lakh,ABS,Dual Channel,Underpinnings
Triumph Speed Twin,11.09 Lakh,Tyre Size,Front :-120/70-17 Rear :-160/60-17,Underpinnings
Triumph Speed Twin,11.09 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Triumph Speed Twin,11.09 Lakh,Wheels Type,Cast Aluminium,Underpinnings
Triumph Speed Twin,11.09 Lakh,Frame,"Tubular steel, with steel cradles",Underpinnings
Triumph Speed Twin,11.09 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Engine Type,"Desmosedici Stradale 90° V4, Rotating Crankshaft,4 Desmodromically Actuated Valves Per Cylinder, Liquid Cooled",Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Displacement,998 cc,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Max Torque,112 Nm @ 11500 rpm,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,No. of Cylinders,4,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Valve Per Cylinder,4,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Starting,Self Start Only,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Clutch,Hydraulically Controlled Slipper and Self-Servo Wet Multiplate Clutch,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Gear Box,6-Speed,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Bore,81 mm,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Stroke,48.4 mm,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Compression Ratio,14.0:1,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Ducati Panigale V4,27.73 - 69.99 Lakh,Instrument Console,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Speedometer,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Techometer,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Tripmeter,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Odometer,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Additional Features Of Variant,"Riding Modes, Bosch Cornering ABS EVO, Ducati Traction Control (DTC) EVO, Ducati Wheelie Control (DWC) EVO, Ducati Slide Control (DSC), Engine Braking Control (EBC) EVO, Ducati Power Launch (DPL) , Ducati Quick Shift (DQS), GPS Module, Lap Timer EVO, Ohlins Steering Damper",Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Seat Type,Single,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Clock,Digital,Features
Ducati Panigale V4,27.73 - 69.99 Lakh,Pass Switch,Yes,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Clock,Digital,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Riding Modes,Yes,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Traction Control,Yes,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Power Modes,Yes,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Quick Shifter,Yes,Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Additional Features,"Riding Modes, Bosch Cornering ABS EVO, Ducati Traction Control (DTC) EVO, Ducati Wheelie Control (DWC) EVO, Ducati Slide Control (DSC), Engine Braking Control (EBC) EVO, Ducati Power Launch (DPL) , Ducati Quick Shift (DQS), GPS Module, Lap Timer EVO, Ohlins Steering Damper",Features and Safety
Ducati Panigale V4,27.73 - 69.99 Lakh,Overall Mileage,13.1 kmpl,Mileage and Performance
Ducati Panigale V4,27.73 - 69.99 Lakh,Body Type,"Super Bikes, Sports Bikes",Chassis and Suspension
Ducati Panigale V4,27.73 - 69.99 Lakh,Fuel Capacity,16 L,Dimensions and Capacity
Ducati Panigale V4,27.73 - 69.99 Lakh,Saddle Height,830 mm,Dimensions and Capacity
Ducati Panigale V4,27.73 - 69.99 Lakh,Wheelbase,1471 mm,Dimensions and Capacity
Ducati Panigale V4,27.73 - 69.99 Lakh,Dry Weight,172 kg,Dimensions and Capacity
Ducati Panigale V4,27.73 - 69.99 Lakh,Kerb Weight,193 kg,Dimensions and Capacity
Ducati Panigale V4,27.73 - 69.99 Lakh,Headlight,LED with LED DRL,Electricals
Ducati Panigale V4,27.73 - 69.99 Lakh,Tail Light,LED,Electricals
Ducati Panigale V4,27.73 - 69.99 Lakh,Turn Signal Lamp,LED,Electricals
Ducati Panigale V4,27.73 - 69.99 Lakh,LED Tail Lights,Yes,Electricals
Ducati Panigale V4,27.73 - 69.99 Lakh,Front Brake Diameter,330 mm,Tyres and Brakes
Ducati Panigale V4,27.73 - 69.99 Lakh,Rear Brake Diameter,245 mm,Tyres and Brakes
Ducati Panigale V4,27.73 - 69.99 Lakh,Radial Tyre,Yes,Tyres and Brakes
Ducati Panigale V4,27.73 - 69.99 Lakh,Tyre Brand,Pirelli,Tyres and Brakes
Ducati Panigale V4,27.73 - 69.99 Lakh,Peak Power,220 PS @ 15250 rpm,Motor & Battery
Ducati Panigale V4,27.73 - 69.99 Lakh,Drive Type,Chain Drive,Motor & Battery
Ducati Panigale V4,27.73 - 69.99 Lakh,Transmission,Manual,Motor & Battery
Ducati Panigale V4,27.73 - 69.99 Lakh,Charging At Home,No,Charging
Ducati Panigale V4,27.73 - 69.99 Lakh,Charging At Charging Station,No,Charging
Ducati Panigale V4,27.73 - 69.99 Lakh,Suspension Front,Fully Adjustable 43 mm Ohlins NPX Pressurized Fork with TiN Treatment,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Suspension Rear,Fully adjustable Ohlins TTX36 unit,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Brakes Front,Disc,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Brakes Rear,Disc,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,ABS,Dual Channel,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Tyre Size,"Front :-120/70-ZR17, Rear :-200/60-ZR17",Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Wheel Size,"Front :-431.8 mm,Rear :-431.8 mm",Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Wheels Type,Alloy,Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Frame,"Aluminum Alloy ""Front Frame"" with optimized stiffnesses",Underpinnings
Ducati Panigale V4,27.73 - 69.99 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Ducati Streetfighter V4,24.62 - 28 Lakh,Displacement,1103 cc,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Starting,Self Start Only,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Gear Box,6 Speed,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Bore,81 mm,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Stroke,53.5 mm,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Compression Ratio,14.0:1,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Ducati Streetfighter V4,24.62 - 28 Lakh,Additional Features Of Variant,"Rake - 24.5°, Trail - 100 mm",Features
Ducati Streetfighter V4,24.62 - 28 Lakh,Seat Type,Single,Features
Ducati Streetfighter V4,24.62 - 28 Lakh,Stepup Seat,Yes,Features
Ducati Streetfighter V4,24.62 - 28 Lakh,Additional Features,"Rake - 24.5°, Trail - 100 mm",Features and Safety
Ducati Streetfighter V4,24.62 - 28 Lakh,Stepup Seat,Yes,Features and Safety
Ducati Streetfighter V4,24.62 - 28 Lakh,Overall Mileage,13.2 kmpl,Mileage and Performance
Ducati Streetfighter V4,24.62 - 28 Lakh,Fuel Capacity,17 L,Dimensions and Capacity
Ducati Streetfighter V4,24.62 - 28 Lakh,Saddle Height,845 mm,Dimensions and Capacity
Ducati Streetfighter V4,24.62 - 28 Lakh,Wheelbase,1488 mm,Dimensions and Capacity
Ducati Streetfighter V4,24.62 - 28 Lakh,Dry Weight,178 kg,Dimensions and Capacity
Ducati Streetfighter V4,24.62 - 28 Lakh,Kerb Weight,197.5 kg,Dimensions and Capacity
Ducati Streetfighter V4,24.62 - 28 Lakh,Front Brake Diameter,330 mm,Tyres and Brakes
Ducati Streetfighter V4,24.62 - 28 Lakh,Rear Brake Diameter,245 mm,Tyres and Brakes
Ducati Streetfighter V4,24.62 - 28 Lakh,Drive Type,Chain Drive,Motor & Battery
Ducati Streetfighter V4,24.62 - 28 Lakh,Transmission,Manual,Motor & Battery
Ducati Streetfighter V4,24.62 - 28 Lakh,Brakes Front,Disc,Underpinnings
Ducati Streetfighter V4,24.62 - 28 Lakh,Brakes Rear,Disc,Underpinnings
Ducati Streetfighter V4,24.62 - 28 Lakh,Frame,"Aluminium Alloy ""Front Frame""",Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Engine Type,Testastretta 11° engine,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Displacement,937 cc,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Max Torque,93.16 Nm @ 6500 rpm,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Valve Per Cylinder,4,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Starting,Self Start Only,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Clutch,Hydraulic clutch with radial pump,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Gear Box,6 Speed,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Bore,94 mm,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Stroke,67.5 mm,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Compression Ratio,13.3 : 1,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Ducati Monster,12.95 - 15.95 Lakh,Instrument Console,Digital,Features
Ducati Monster,12.95 - 15.95 Lakh,Speedometer,Digital,Features
Ducati Monster,12.95 - 15.95 Lakh,Techometer,Digital,Features
Ducati Monster,12.95 - 15.95 Lakh,Tripmeter,Digital,Features
Ducati Monster,12.95 - 15.95 Lakh,Odometer,Digital,Features
Ducati Monster,12.95 - 15.95 Lakh,Additional Features Of Variant,"Rake - 23°, Trail - 87 mm",Features
Ducati Monster,12.95 - 15.95 Lakh,Seat Type,Split,Features
Ducati Monster,12.95 - 15.95 Lakh,Stepup Seat,Yes,Features
Ducati Monster,12.95 - 15.95 Lakh,Speedometer,Digital,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Tachometer,Digital,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Odometer,Digital,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Tripmeter,Digital,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Riding Modes,Yes,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Launch Control,Yes,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Additional Features,"Rake - 23°, Trail - 87 mm",Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Stepup Seat,Yes,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Display,4.3-inch colour TFT,Features and Safety
Ducati Monster,12.95 - 15.95 Lakh,Overall Mileage,18.9 kmpl,Mileage and Performance
Ducati Monster,12.95 - 15.95 Lakh,Body Type,Sports Bikes,Chassis and Suspension
Ducati Monster,12.95 - 15.95 Lakh,Fuel Capacity,14 L,Dimensions and Capacity
Ducati Monster,12.95 - 15.95 Lakh,Saddle Height,840 mm,Dimensions and Capacity
Ducati Monster,12.95 - 15.95 Lakh,Wheelbase,1472 mm,Dimensions and Capacity
Ducati Monster,12.95 - 15.95 Lakh,Dry Weight,166 kg,Dimensions and Capacity
Ducati Monster,12.95 - 15.95 Lakh,Kerb Weight,186 kg,Dimensions and Capacity
Ducati Monster,12.95 - 15.95 Lakh,Headlight,LED,Electricals
Ducati Monster,12.95 - 15.95 Lakh,Tail Light,LED,Electricals
Ducati Monster,12.95 - 15.95 Lakh,Turn Signal Lamp,LED,Electricals
Ducati Monster,12.95 - 15.95 Lakh,Front Brake Diameter,320 mm,Tyres and Brakes
Ducati Monster,12.95 - 15.95 Lakh,Rear Brake Diameter,245 mm,Tyres and Brakes
Ducati Monster,12.95 - 15.95 Lakh,Peak Power,112.54 PS @ 9250rpm,Motor & Battery
Ducati Monster,12.95 - 15.95 Lakh,Drive Type,Chain Drive,Motor & Battery
Ducati Monster,12.95 - 15.95 Lakh,Battery Type,Li-ion,Motor & Battery
Ducati Monster,12.95 - 15.95 Lakh,Transmission,Manual,Motor & Battery
Ducati Monster,12.95 - 15.95 Lakh,Suspension Front,Fully adjustable 43 mm diameter Öhlins upside -down fork,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Suspension Rear,Fully adjustable Öhlins shock absorber,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Brakes Front,Disc,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Brakes Rear,Disc,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,ABS,Single Channel,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Wheels Type,Alloy,Underpinnings
Ducati Monster,12.95 - 15.95 Lakh,Frame,Aluminium Alloy Front Frame,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Engine Type,"L-Twin, Desmodromic distribution, 2 valves per cylinder, air cooled",Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Displacement,803 cc,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Max Torque,65.2 Nm @ 7000 rpm,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,No. of Cylinders,2,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Cooling System,Air Cooled,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Valve Per Cylinder,2,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Starting,Self Start Only,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Clutch,Hydraulically controlled slipper and self-servo wet multiplate clutch,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Gear Box,6 speed,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Bore,88 mm,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Stroke,66 mm,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Compression Ratio,11:1,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Ducati Scrambler 800,10.39 - 12 Lakh,Instrument Console,Digital,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Bluetooth Connectivity,Bluetooth,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Call/SMS Alerts,Yes,Features
Ducati Scrambler 800,10.39 - 12 Lakh,USB Charging Port,Yes,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Music Control,Yes,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Speedometer,Digital,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Techometer,Digital,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Tripmeter,Digital,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Odometer,Digital,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Additional Features Of Variant,"Exhaust - stainless steel muffler with catalytic converter and 2 lambda probes, aluminium tail pipes, Final drive - Chain, front spocket 15, rear sprocket 46, Rake - 24°, Trail - 108 mm, variable section Flat handlebar, Bar-end rearview mirrors, sporty front mudguard, side number plates, sporty tail, dedicated seat, dedicated livery, Ducati Multimedia System, Ducati Quick Shift",Features
Ducati Scrambler 800,10.39 - 12 Lakh,Seat Type,Single,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Clock,Yes,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Passenger Footrest,Yes,Features
Ducati Scrambler 800,10.39 - 12 Lakh,Speedometer,Digital,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Tachometer,Digital,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Odometer,Digital,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Tripmeter,Digital,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Clock,Yes,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Riding Modes,Yes,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Traction Control,Yes,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Power Modes,Yes,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Additional Features,"Exhaust - stainless steel muffler with catalytic converter and 2 lambda probes, aluminium tail pipes, Final drive - Chain, front spocket 15, rear sprocket 46, Rake - 24°, Trail - 108 mm, variable section Flat handlebar, Bar-end rearview mirrors, sporty front mudguard, side number plates, sporty tail, dedicated seat, dedicated livery, Ducati Multimedia System, Ducati Quick Shift",Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Passenger Footrest,Yes,Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Display,"4.3"" TFT colour display",Features and Safety
Ducati Scrambler 800,10.39 - 12 Lakh,Overall Mileage,19 kmpl,Mileage and Performance
Ducati Scrambler 800,10.39 - 12 Lakh,Body Type,Off Road Bikes,Chassis and Suspension
Ducati Scrambler 800,10.39 - 12 Lakh,Fuel Capacity,13.5 L,Dimensions and Capacity
Ducati Scrambler 800,10.39 - 12 Lakh,Saddle Height,795 mm,Dimensions and Capacity
Ducati Scrambler 800,10.39 - 12 Lakh,Wheelbase,1449 mm,Dimensions and Capacity
Ducati Scrambler 800,10.39 - 12 Lakh,Dry Weight,176 kg,Dimensions and Capacity
Ducati Scrambler 800,10.39 - 12 Lakh,Kerb Weight,191 kg,Dimensions and Capacity
Ducati Scrambler 800,10.39 - 12 Lakh,Headlight,LED,Electricals
Ducati Scrambler 800,10.39 - 12 Lakh,Tail Light,LED,Electricals
Ducati Scrambler 800,10.39 - 12 Lakh,Turn Signal Lamp,LED,Electricals
Ducati Scrambler 800,10.39 - 12 Lakh,DRLs,Yes,Electricals
Ducati Scrambler 800,10.39 - 12 Lakh,Low Fuel Indicator,Yes,Electricals
Ducati Scrambler 800,10.39 - 12 Lakh,Front Brake Diameter,330 mm,Tyres and Brakes
Ducati Scrambler 800,10.39 - 12 Lakh,Rear Brake Diameter,245 mm,Tyres and Brakes
Ducati Scrambler 800,10.39 - 12 Lakh,Peak Power,74.01 PS @ 8250 rpm,Motor & Battery
Ducati Scrambler 800,10.39 - 12 Lakh,Drive Type,Chain Drive,Motor & Battery
Ducati Scrambler 800,10.39 - 12 Lakh,Transmission,Manual,Motor & Battery
Ducati Scrambler 800,10.39 - 12 Lakh,Suspension Front,Upside down Kayaba 41 mm fork,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Suspension Rear,"Kayaba rear shock, pre-load adjustable.",Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Brakes Front,Disc,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Brakes Rear,Disc,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,ABS,Dual Channel,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Tyre Size,Front :-110/80-R18 Rear :-180/55-R17,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Wheel Size,"Front :-457.2 mm,Rear :-431.8 mm",Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Wheels Type,Spoke,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Frame,Tubular steel Trellis frame,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Tubeless Tyre,Tubeless,Underpinnings
Ducati Scrambler 800,10.39 - 12 Lakh,Calls & Messaging,Yes,App Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Engine Type,"Ducati Testastreta DVT 1262, L-Twin cylinder, 4 valves per cylinder, Dual Spark, Desmodromic Variable Timing",Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Displacement,1262 cc,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Max Torque,129 Nm @ 7500 rpm,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,No. of Cylinders,2,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Cooling System,Liquid Cooled,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Valve Per Cylinder,4,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Starting,Self Start Only,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Fuel Supply,Fuel Injection,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Clutch,Slipper and Self-Servo Wet Multiplate Clutch with Hydraulic Control,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Gear Box,6-Speed,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Bore,106 mm,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Stroke,71.5 mm,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Compression Ratio,13.0:1,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Emission Type,bs6-2.0,Engine and Transmission
Ducati Diavel 1260,21.49 - 24.99 Lakh,Instrument Console,Digital,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Cruise Control,Yes,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Speedometer,Digital,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Techometer,Digital,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Tripmeter,Digital,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Odometer,Digital,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Additional Features Of Variant,"Bosch Cornering ABS Evo, Ducati Wheelie Control Evo (DWC), Ducati Power Launch Evo (DPL)",Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Seat Type,Split,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Clock,Yes,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Stepup Seat,Yes,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Passenger Footrest,Yes,Features
Ducati Diavel 1260,21.49 - 24.99 Lakh,Mobile Application,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Pass Switch,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Clock,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Riding Modes,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Traction Control,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Power Modes,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Quick Shifter,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Additional Features,"Bosch Cornering ABS Evo, Ducati Wheelie Control Evo (DWC), Ducati Power Launch Evo (DPL)",Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Stepup Seat,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Passenger Footrest,Yes,Features and Safety
Ducati Diavel 1260,21.49 - 24.99 Lakh,Overall Mileage,18.5 kmpl,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Acceleration (0-100 Kmph),3.59s,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Quarter Mile,12.66 s @ 134.50 kmph,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Roll-ons (30-70 kmph),2.32s,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Roll-ons (40-80 kmph),2.85s,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Braking (60-0 Kmph),15.18 mm,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Braking (80-0 Kmph),26.67 mm,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Braking (100-0 Kmph),42.73 mm,Mileage and Performance
Ducati Diavel 1260,21.49 - 24.99 Lakh,Body Type,Sports Naked Bikes,Chassis and Suspension
Ducati Diavel 1260,21.49 - 24.99 Lakh,Fuel Capacity,17 L,Dimensions and Capacity
Ducati Diavel 1260,21.49 - 24.99 Lakh,Saddle Height,780 mm,Dimensions and Capacity
Ducati Diavel 1260,21.49 - 24.99 Lakh,Wheelbase,1600 mm,Dimensions and Capacity
Ducati Diavel 1260,21.49 - 24.99 Lakh,Dry Weight,218 kg,Dimensions and Capacity
Ducati Diavel 1260,21.49 - 24.99 Lakh,Kerb Weight,251 kg,Dimensions and Capacity
Ducati Diavel 1260,21.49 - 24.99 Lakh,Headlight,LED with LED DRLs,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,Tail Light,LED,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,Turn Signal Lamp,LED,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,DRLs,Yes,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,LED Tail Lights,Yes,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,Low Fuel Indicator,Yes,Electricals
Ducati Diavel 1260,21.49 - 24.99 Lakh,Front Brake Diameter,320 mm,Tyres and Brakes
Ducati Diavel 1260,21.49 - 24.99 Lakh,Rear Brake Diameter,265 mm,Tyres and Brakes
Ducati Diavel 1260,21.49 - 24.99 Lakh,Tyre Brand,Pirelli,Tyres and Brakes
Ducati Diavel 1260,21.49 - 24.99 Lakh,0-100 Kmph (sec),3.59s,Performance
